"V1","V2"
"Organic Search-Direct-Affiliate-Direct-Organic Search-Paid Search-End",3
"Organic Search-Direct-Affiliate-Display-Direct-Display-End",1
"Organic Search-Direct-Affiliate-Display-Direct-Affiliate-End",1
"Organic Search-Direct-Affiliate-Display-Direct-Paid Search-End",4
"Organic Search-Direct-Affiliate-Display-Affiliate-End",4
"Organic Search-Direct-Affiliate-Display-Affiliate-Display-End",1
"Organic Search-Direct-Affiliate-Display-Affiliate-Paid Search-End",1
"Organic Search-Direct-Affiliate-Display-Paid Search-Direct-End",2
"Organic Search-Direct-Affiliate-Display-Paid Search-Social-End",2
"Organic Search-Direct-Affiliate-Display-Paid Search-Display-End",5
"Organic Search-Direct-Affiliate-Display-Paid Search-Organic Search-End",2
"Organic Search-Direct-Affiliate-Display-Organic Search-Direct-End",2
"Organic Search-Direct-Affiliate-Display-Organic Search-Paid Search-End",3
"Organic Search-Direct-Affiliate-Organic Search-Affiliate-End",1
"Organic Search-Direct-Affiliate-Paid Search-Direct-Social-End",5
"Organic Search-Direct-Affiliate-Paid Search-Direct-Affiliate-End",14
"Organic Search-Direct-Affiliate-Paid Search-Direct-Paid Search-End",21
"Organic Search-Direct-Affiliate-Paid Search-Direct-Organic Search-End",4
"Organic Search-Direct-Affiliate-Paid Search-Display-Direct-End",3
"Organic Search-Direct-Affiliate-Paid Search-Display-Social-End",3
"Organic Search-Direct-Affiliate-Paid Search-Display-Affiliate-End",1
"Organic Search-Direct-Affiliate-Paid Search-Display-Paid Search-End",11
"Organic Search-Direct-Affiliate-Paid Search-Display-Organic Search-End",8
"Organic Search-Direct-Affiliate-Paid Search-Affiliate-Direct-End",7
"Organic Search-Direct-Affiliate-Paid Search-Affiliate-Social-End",6
"Organic Search-Direct-Affiliate-Paid Search-Affiliate-Paid Search-End",30
"Organic Search-Direct-Affiliate-Paid Search-Affiliate-Organic Search-End",1
"Organic Search-Direct-Affiliate-Paid Search-Organic Search-Direct-End",4
"Organic Search-Direct-Affiliate-Paid Search-Organic Search-Social-End",3
"Organic Search-Direct-Affiliate-Paid Search-Organic Search-Display-End",1
"Organic Search-Direct-Affiliate-Paid Search-Organic Search-Affiliate-End",1
"Organic Search-Direct-Affiliate-Paid Search-Organic Search-Paid Search-End",30
"Organic Search-Direct-Affiliate-Organic Search-Direct-Social-End",1
"Organic Search-Direct-Affiliate-Organic Search-Direct-Affiliate-End",3
"Organic Search-Direct-Affiliate-Organic Search-Direct-Paid Search-End",7
"Organic Search-Direct-Affiliate-Organic Search-Direct-Organic Search-End",2
"Organic Search-Direct-Affiliate-Organic Search-Paid Search-Direct-End",5
"Organic Search-Direct-Affiliate-Organic Search-Paid Search-Social-End",8
"Organic Search-Direct-Affiliate-Organic Search-Paid Search-Organic Search-End",7
"Organic Search-Direct-Paid Search-Direct-Display-Direct-End",8
"Organic Search-Direct-Paid Search-Direct-Display-Social-End",17
"Organic Search-Direct-Paid Search-Direct-Display-Affiliate-End",1
"Organic Search-Direct-Paid Search-Direct-Display-Paid Search-End",22
"Organic Search-Direct-Paid Search-Direct-Display-Organic Search-End",8
"Organic Search-Direct-Paid Search-Direct-Affiliate-Direct-End",7
"Organic Search-Direct-Paid Search-Direct-Affiliate-Social-End",4
"Organic Search-Direct-Paid Search-Direct-Affiliate-Display-End",2
"Organic Search-Direct-Paid Search-Direct-Affiliate-Paid Search-End",44
"Organic Search-Direct-Paid Search-Direct-Affiliate-Organic Search-End",5
"Organic Search-Direct-Paid Search-Direct-Paid Search-Direct-End",289
"Organic Search-Direct-Paid Search-Direct-Paid Search-Social-End",230
"Organic Search-Direct-Paid Search-Direct-Paid Search-Display-End",46
"Organic Search-Direct-Paid Search-Direct-Paid Search-Affiliate-End",14
"Organic Search-Direct-Paid Search-Direct-Paid Search-Organic Search-End",94
"Organic Search-Direct-Paid Search-Direct-Organic Search-Direct-End",63
"Organic Search-Direct-Paid Search-Direct-Organic Search-Social-End",7
"Organic Search-Direct-Paid Search-Direct-Organic Search-Paid Search-End",65
"Organic Search-Direct-Paid Search-Display-Direct-Social-End",6
"Organic Search-Direct-Paid Search-Display-Direct-Display-End",2
"Organic Search-Direct-Paid Search-Display-Direct-Affiliate-End",5
"Organic Search-Direct-Paid Search-Display-Direct-Paid Search-End",29
"Organic Search-Direct-Paid Search-Display-Direct-Organic Search-End",3
"Organic Search-Direct-Paid Search-Display-Affiliate-Direct-End",2
"Organic Search-Direct-Paid Search-Display-Affiliate-Paid Search-End",6
"Organic Search-Direct-Paid Search-Display-Paid Search-Direct-End",26
"Organic Search-Direct-Paid Search-Display-Paid Search-Social-End",71
"Organic Search-Direct-Paid Search-Display-Paid Search-Display-End",63
"Organic Search-Direct-Paid Search-Display-Paid Search-Affiliate-End",2
"Organic Search-Direct-Paid Search-Display-Paid Search-Organic Search-End",13
"Organic Search-Direct-Paid Search-Display-Organic Search-Direct-End",38
"Organic Search-Direct-Paid Search-Display-Organic Search-Social-End",6
"Organic Search-Direct-Paid Search-Display-Organic Search-Display-End",2
"Organic Search-Direct-Paid Search-Display-Organic Search-Paid Search-End",79
"Organic Search-Direct-Paid Search-Affiliate-Direct-Social-End",5
"Organic Search-Direct-Paid Search-Affiliate-Direct-Display-End",2
"Organic Search-Direct-Paid Search-Affiliate-Direct-Paid Search-End",6
"Organic Search-Direct-Paid Search-Affiliate-Display-Direct-End",1
"Organic Search-Direct-Paid Search-Affiliate-Display-Social-End",2
"Organic Search-Direct-Paid Search-Affiliate-Display-Paid Search-End",2
"Organic Search-Direct-Paid Search-Affiliate-Display-Organic Search-End",1
"Organic Search-Direct-Paid Search-Affiliate-Paid Search-Direct-End",8
"Organic Search-Direct-Paid Search-Affiliate-Paid Search-Social-End",25
"Organic Search-Direct-Paid Search-Affiliate-Paid Search-Display-End",5
"Organic Search-Direct-Paid Search-Affiliate-Paid Search-Affiliate-End",8
"Organic Search-Direct-Paid Search-Affiliate-Paid Search-Organic Search-End",8
"Organic Search-Direct-Paid Search-Affiliate-Organic Search-Direct-End",1
"Organic Search-Direct-Paid Search-Affiliate-Organic Search-Paid Search-End",4
"Organic Search-Direct-Paid Search-Organic Search-Direct-Social-End",34
"Organic Search-Direct-Paid Search-Organic Search-Direct-Display-End",12
"Organic Search-Direct-Paid Search-Organic Search-Direct-Affiliate-End",7
"Organic Search-Direct-Paid Search-Organic Search-Direct-Paid Search-End",182
"Organic Search-Direct-Paid Search-Organic Search-Direct-Organic Search-End",42
"Organic Search-Direct-Paid Search-Organic Search-Display-Direct-End",2
"Organic Search-Direct-Paid Search-Organic Search-Display-Social-End",3
"Organic Search-Direct-Paid Search-Organic Search-Display-Paid Search-End",4
"Organic Search-Direct-Paid Search-Organic Search-Display-Organic Search-End",4
"Organic Search-Direct-Paid Search-Organic Search-Affiliate-Paid Search-End",1
"Organic Search-Direct-Paid Search-Organic Search-Paid Search-Direct-End",42
"Organic Search-Direct-Paid Search-Organic Search-Paid Search-Social-End",207
"Organic Search-Direct-Paid Search-Organic Search-Paid Search-Display-End",26
"Organic Search-Direct-Paid Search-Organic Search-Paid Search-Affiliate-End",1
"Organic Search-Direct-Paid Search-Organic Search-Paid Search-Organic Search-End",192
"Organic Search-Direct-Organic Search-Direct-Display-Direct-End",4
"Organic Search-Direct-Organic Search-Direct-Display-Social-End",7
"Organic Search-Direct-Organic Search-Direct-Display-Affiliate-End",1
"Organic Search-Direct-Organic Search-Direct-Display-Paid Search-End",15
"Organic Search-Direct-Organic Search-Direct-Display-Organic Search-End",9
"Organic Search-Direct-Organic Search-Direct-Affiliate-Direct-End",1
"Organic Search-Direct-Organic Search-Direct-Affiliate-Social-End",3
"Organic Search-Direct-Organic Search-Direct-Affiliate-Display-End",1
"Organic Search-Direct-Organic Search-Direct-Affiliate-Paid Search-End",14
"Organic Search-Direct-Organic Search-Direct-Affiliate-Organic Search-End",1
"Organic Search-Direct-Organic Search-Direct-Paid Search-Direct-End",56
"Organic Search-Direct-Organic Search-Direct-Paid Search-Social-End",97
"Organic Search-Direct-Organic Search-Direct-Paid Search-Display-End",15
"Organic Search-Direct-Organic Search-Direct-Paid Search-Affiliate-End",3
"Organic Search-Direct-Organic Search-Direct-Paid Search-Organic Search-End",69
"Organic Search-Direct-Organic Search-Direct-Organic Search-Direct-End",125
"Organic Search-Direct-Organic Search-Direct-Organic Search-Social-End",7
"Organic Search-Direct-Organic Search-Direct-Organic Search-Paid Search-End",34
"Organic Search-Direct-Organic Search-Display-Direct-Social-End",2
"Organic Search-Direct-Organic Search-Display-Direct-Display-End",1
"Organic Search-Direct-Organic Search-Display-Direct-Paid Search-End",2
"Organic Search-Direct-Organic Search-Display-Direct-End",3
"Organic Search-Direct-Organic Search-Display-Affiliate-Paid Search-End",1
"Organic Search-Direct-Organic Search-Display-Paid Search-Direct-End",1
"Organic Search-Direct-Organic Search-Display-Paid Search-Social-End",7
"Organic Search-Direct-Organic Search-Display-Paid Search-Display-End",4
"Organic Search-Direct-Organic Search-Display-Paid Search-Organic Search-End",1
"Organic Search-Direct-Organic Search-Display-Organic Search-Paid Search-End",5
"Organic Search-Direct-Organic Search-Affiliate-Social-End",4
"Organic Search-Direct-Organic Search-Affiliate-Paid Search-Direct-End",1
"Organic Search-Direct-Organic Search-Affiliate-Paid Search-Organic Search-End",2
"Organic Search-Direct-Organic Search-Affiliate-Organic Search-Paid Search-End",1
"Organic Search-Direct-Organic Search-Affiliate-Organic Search-End",1
"Organic Search-Direct-Organic Search-Paid Search-Direct-Social-End",15
"Organic Search-Direct-Organic Search-Paid Search-Direct-Display-End",1
"Organic Search-Direct-Organic Search-Paid Search-Direct-Affiliate-End",4
"Organic Search-Direct-Organic Search-Paid Search-Direct-Paid Search-End",60
"Organic Search-Direct-Organic Search-Paid Search-Direct-Organic Search-End",13
"Organic Search-Direct-Organic Search-Paid Search-Display-Social-End",6
"Organic Search-Direct-Organic Search-Paid Search-Display-Affiliate-End",2
"Organic Search-Direct-Organic Search-Paid Search-Display-Paid Search-End",17
"Organic Search-Direct-Organic Search-Paid Search-Display-Organic Search-End",9
"Organic Search-Direct-Organic Search-Paid Search-Affiliate-Social-End",1
"Organic Search-Direct-Organic Search-Paid Search-Affiliate-Paid Search-End",2
"Organic Search-Direct-Organic Search-Paid Search-Affiliate-Organic Search-End",1
"Organic Search-Direct-Organic Search-Paid Search-Organic Search-Direct-End",22
"Organic Search-Direct-Organic Search-Paid Search-Organic Search-Social-End",14
"Organic Search-Direct-Organic Search-Paid Search-Organic Search-Display-End",1
"Organic Search-Direct-Organic Search-Paid Search-Organic Search-Paid Search-End",150
"Organic Search-Social-End",114700
"Organic Search-Display-Direct-End",225
"Organic Search-Display-Direct-Social-End",277
"Organic Search-Display-Direct-Display-End",80
"Organic Search-Display-Direct-Affiliate-End",59
"Organic Search-Display-Direct-Paid Search-End",516
"Organic Search-Display-Direct-Organic Search-End",42
"Organic Search-Display-Direct-Display-Direct-End",52
"Organic Search-Display-Direct-Display-Social-End",69
"Organic Search-Display-Direct-Display-Affiliate-End",13
"Organic Search-Display-Direct-Display-Paid Search-End",75
"Organic Search-Display-Direct-Display-Organic Search-End",32
"Organic Search-Display-Direct-Affiliate-Direct-End",5
"Organic Search-Display-Direct-Affiliate-Social-End",12
"Organic Search-Display-Direct-Affiliate-Display-End",9
"Organic Search-Display-Direct-Affiliate-Paid Search-End",44
"Organic Search-Display-Direct-Affiliate-Organic Search-End",5
"Organic Search-Display-Direct-Paid Search-Direct-End",133
"Organic Search-Display-Direct-Paid Search-Social-End",299
"Organic Search-Display-Direct-Paid Search-Display-End",82
"Organic Search-Display-Direct-Paid Search-Affiliate-End",13
"Organic Search-Display-Direct-Paid Search-Organic Search-End",54
"Organic Search-Display-Direct-Organic Search-Direct-End",30
"Organic Search-Display-Direct-Organic Search-Social-End",7
"Organic Search-Display-Direct-Organic Search-Display-End",4
"Organic Search-Display-Direct-Organic Search-Paid Search-End",54
"Organic Search-Display-Direct-Display-Direct-Social-End",3
"Organic Search-Display-Direct-Display-Direct-Display-End",59
"Organic Search-Display-Direct-Display-Direct-Affiliate-End",1
"Organic Search-Display-Direct-Display-Direct-Paid Search-End",8
"Organic Search-Display-Direct-Display-Direct-Organic Search-End",3
"Organic Search-Display-Direct-Display-Affiliate-Display-End",4
"Organic Search-Display-Direct-Display-Affiliate-Paid Search-End",1
"Organic Search-Display-Direct-Display-Paid Search-Direct-End",7
"Organic Search-Display-Direct-Display-Paid Search-Social-End",10
"Organic Search-Display-Direct-Display-Paid Search-Display-End",50
"Organic Search-Display-Direct-Display-Paid Search-Affiliate-End",3
"Organic Search-Display-Direct-Display-Paid Search-Organic Search-End",3
"Organic Search-Display-Direct-Display-Organic Search-Direct-End",4
"Organic Search-Display-Direct-Display-Organic Search-Social-End",1
"Organic Search-Display-Direct-Display-Organic Search-Display-End",9
"Organic Search-Display-Direct-Display-Organic Search-Paid Search-End",13
"Organic Search-Display-Direct-Affiliate-Direct-Social-End",2
"Organic Search-Display-Direct-Affiliate-Direct-Display-End",1
"Organic Search-Display-Direct-Affiliate-Direct-Affiliate-End",2
"Organic Search-Display-Direct-Affiliate-Direct-Paid Search-End",1
"Organic Search-Display-Direct-Affiliate-Display-Direct-End",1
"Organic Search-Display-Direct-Affiliate-Display-Paid Search-End",1
"Organic Search-Display-Direct-Affiliate-Paid Search-Social-End",7
"Organic Search-Display-Direct-Affiliate-Paid Search-Display-End",3
"Organic Search-Display-Direct-Affiliate-Paid Search-Affiliate-End",1
"Organic Search-Display-Direct-Affiliate-Paid Search-Organic Search-End",2
"Organic Search-Display-Direct-Paid Search-Direct-Social-End",9
"Organic Search-Display-Direct-Paid Search-Direct-Display-End",8
"Organic Search-Display-Direct-Paid Search-Direct-Affiliate-End",7
"Organic Search-Display-Direct-Paid Search-Direct-Paid Search-End",56
"Organic Search-Display-Direct-Paid Search-Direct-Organic Search-End",3
"Organic Search-Display-Direct-Paid Search-Display-Direct-End",14
"Organic Search-Display-Direct-Paid Search-Display-Social-End",19
"Organic Search-Display-Direct-Paid Search-Display-Affiliate-End",2
"Organic Search-Display-Direct-Paid Search-Display-Paid Search-End",41
"Organic Search-Display-Direct-Paid Search-Display-Organic Search-End",10
"Organic Search-Display-Direct-Paid Search-Affiliate-Direct-End",1
"Organic Search-Display-Direct-Paid Search-Affiliate-Social-End",2
"Organic Search-Display-Direct-Paid Search-Organic Search-Direct-End",7
"Organic Search-Display-Direct-Paid Search-Organic Search-Social-End",1
"Organic Search-Display-Direct-Paid Search-Organic Search-Display-End",5
"Organic Search-Display-Direct-Paid Search-Organic Search-Paid Search-End",25
"Organic Search-Display-Direct-Organic Search-Direct-Display-End",2
"Organic Search-Display-Direct-Organic Search-Direct-Paid Search-End",7
"Organic Search-Display-Direct-Organic Search-Direct-Organic Search-End",3
"Organic Search-Display-Direct-Organic Search-Display-Direct-End",1
"Organic Search-Display-Direct-Organic Search-Display-Affiliate-End",1
"Organic Search-Display-Direct-Organic Search-Display-Paid Search-End",1
"Organic Search-Display-Direct-Organic Search-Display-Organic Search-End",2
"Organic Search-Display-Direct-Organic Search-Paid Search-Direct-End",2
"Organic Search-Display-Direct-Organic Search-Paid Search-Social-End",5
